venture_id,name,sector,opco,stage,status
EC-054-AI-Demand-Forecasting,Ai Demand Forecasting,marketplace,MARKETPLACE,planned,planned
EC-055-AI-Warehouse-Management,Ai Warehouse Management,marketplace,MARKETPLACE,planned,planned
EC-056-AI-Supplier-Matching,Ai Supplier Matching,marketplace,MARKETPLACE,planned,planned
EC-057-AI-Quality-Control,Ai Quality Control,marketplace,MARKETPLACE,planned,planned
EC-058-AI-Packaging-Designer,Ai Packaging Designer,marketplace,MARKETPLACE,planned,planned
EC-059-AI-Logistics-Planner,Ai Logistics Planner,marketplace,MARKETPLACE,planned,planned
EC-060-AI-Customer-Loyalty,Ai Customer Loyalty,marketplace,MARKETPLACE,planned,planned
EC-061-AI-Gift-Finder,Ai Gift Finder,marketplace,MARKETPLACE,planned,planned
EC-062-AI-Trend-Hunter,Ai Trend Hunter,marketplace,MARKETPLACE,planned,planned
EC-063-AI-Market-Research,Ai Market Research,marketplace,MARKETPLACE,planned,planned
EC-064-AI-Competitor-Watcher,Ai Competitor Watcher,marketplace,MARKETPLACE,planned,planned
EC-065-AI-Product-Development,Ai Product Development,marketplace,MARKETPLACE,planned,planned
EC-066-AI-Customer-Journey,Ai Customer Journey,marketplace,MARKETPLACE,planned,planned
EC-067-AI-Payment-Optimization,Ai Payment Optimization,marketplace,MARKETPLACE,planned,planned
EC-068-AI-Returns-Management,Ai Returns Management,marketplace,MARKETPLACE,planned,planned
EC-069-AI-Shipping-Labeler,Ai Shipping Labeler,marketplace,MARKETPLACE,planned,planned
EC-070-AI-Product-Launch-Coach,Ai Product Launch Coach,marketplace,MARKETPLACE,planned,planned
EC-071-AI-Vendor-Negotiator,Ai Vendor Negotiator,marketplace,MARKETPLACE,planned,planned
EC-072-AI-Product-Cataloger,Ai Product Cataloger,marketplace,MARKETPLACE,planned,planned
EC-073-AI-Order-Prioritizer,Ai Order Prioritizer,marketplace,MARKETPLACE,planned,planned
EC-074-AI-Customer-Segmentation,Ai Customer Segmentation,marketplace,MARKETPLACE,planned,planned
EC-075-AI-Pricing-Analyst,Ai Pricing Analyst,marketplace,MARKETPLACE,planned,planned
EC-076-AI-Sales-Forecasting,Ai Sales Forecasting,marketplace,MARKETPLACE,planned,planned
EC-077-AI-Inventory-Reordering,Ai Inventory Reordering,marketplace,MARKETPLACE,planned,planned
EC-078-AI-Product-Comparison,Ai Product Comparison,marketplace,MARKETPLACE,planned,planned
EC-079-AI-Customer-Feedback,Ai Customer Feedback,marketplace,MARKETPLACE,planned,planned
EC-080-AI-Product-Updates,Ai Product Updates,marketplace,MARKETPLACE,planned,planned
EC-081-AI-Cross-Selling,Ai Cross Selling,marketplace,MARKETPLACE,planned,planned
EC-082-AI-Up-Selling,Ai Up Selling,marketplace,MARKETPLACE,planned,planned
EC-083-AI-Product-Education,Ai Product Education,marketplace,MARKETPLACE,planned,planned
EC-084-AI-Purchase-Timing,Ai Purchase Timing,marketplace,MARKETPLACE,planned,planned
EC-085-AI-Customer-Support,Ai Customer Support,marketplace,MARKETPLACE,planned,planned
EC-086-AI-Order-Tracking,Ai Order Tracking,marketplace,MARKETPLACE,planned,planned
EC-087-AI-Product-Reviews,Ai Product Reviews,marketplace,MARKETPLACE,planned,planned
EC-088-AI-Customer-Community,Ai Customer Community,marketplace,MARKETPLACE,planned,planned
EC-089-AI-Product-Customization,Ai Product Customization,marketplace,MARKETPLACE,planned,planned
EC-090-AI-Gift-Registry,Ai Gift Registry,marketplace,MARKETPLACE,planned,planned
EC-091-AI-Wedding-Registry,Ai Wedding Registry,marketplace,MARKETPLACE,planned,planned
EC-092-AI-Baby-Registry,Ai Baby Registry,marketplace,MARKETPLACE,planned,planned
EC-093-AI-Holiday-Planner,Ai Holiday Planner,marketplace,MARKETPLACE,planned,planned
EC-094-AI-Personal-Shopper,Ai Personal Shopper,marketplace,MARKETPLACE,planned,planned
EC-095-AI-Color-Match,Ai Color Match,marketplace,MARKETPLACE,planned,planned
EC-096-AI-Fabric-Advisor,Ai Fabric Advisor,marketplace,MARKETPLACE,planned,planned
EC-097-AI-Fit-Recommendation,Ai Fit Recommendation,marketplace,MARKETPLACE,planned,planned
EC-098-AI-Outfit-Builder,Ai Outfit Builder,marketplace,MARKETPLACE,planned,planned
EC-099-AI-Seasonal-Forecast,Ai Seasonal Forecast,marketplace,MARKETPLACE,planned,planned
EC-100-AI-Wardrobe-Planner,Ai Wardrobe Planner,marketplace,MARKETPLACE,planned,planned
EC-101-AI-Accessory-Match,Ai Accessory Match,marketplace,MARKETPLACE,planned,planned
EC-102-AI-Shoe-Match,Ai Shoe Match,marketplace,MARKETPLACE,planned,planned
EC-103-AI-Jewelry-Match,Ai Jewelry Match,marketplace,MARKETPLACE,planned,planned
EC-104-AI-Bag-Match,Ai Bag Match,marketplace,MARKETPLACE,planned,planned
EC-105-AI-Color-Palette,Ai Color Palette,marketplace,MARKETPLACE,planned,planned
EC-106-AI-Outfit-Recycling,Ai Outfit Recycling,marketplace,MARKETPLACE,planned,planned
EC-107-AI-Style-Evolution,Ai Style Evolution,marketplace,MARKETPLACE,planned,planned
EC-108-AI-Budget-Stylist,Ai Budget Stylist,marketplace,MARKETPLACE,planned,planned
EC-109-AI-Trend-Archive,Ai Trend Archive,marketplace,MARKETPLACE,planned,planned
EC-110-AI-Vintage-Advisor,Ai Vintage Advisor,marketplace,MARKETPLACE,planned,planned
TECH-001-Quantum-Algorithm-AI,Quantum Algorithm Ai,technology,TECHNOLOGY,planned,planned
TECH-002-AI-Compliance-Scanner,Ai Compliance Scanner,technology,TECHNOLOGY,planned,planned
TECH-003-Cloud-Management-AI,Cloud Management Ai,technology,TECHNOLOGY,planned,planned
TECH-004-Robotics-Training-AI,Robotics Training Ai,technology,TECHNOLOGY,planned,planned
TECH-005-Customer-Insights-AI,Customer Insights Ai,technology,TECHNOLOGY,planned,planned
TECH-006-Voice-Assistant-AI,Voice Assistant Ai,technology,TECHNOLOGY,planned,planned
TECH-007-Blockchain-Verifier-AI,Blockchain Verifier Ai,technology,TECHNOLOGY,planned,planned
TECH-008-Cybersecurity-Shield,Cybersecurity Shield,technology,TECHNOLOGY,planned,planned
TECH-009-Content-Studio-AI,Content Studio Ai,technology,TECHNOLOGY,planned,planned
TECH-010-Smart-Home-AI,Smart Home Ai,technology,TECHNOLOGY,planned,planned
TECH-011-Supply-Chain-Optimizer,Supply Chain Optimizer,technology,TECHNOLOGY,planned,planned
TECH-012-Data-Visualization-AI,Data Visualization Ai,technology,TECHNOLOGY,planned,planned
TECH-013-Workflow-Automation,Workflow Automation,technology,TECHNOLOGY,planned,planned
TECH-014-Sentiment-Analyzer,Sentiment Analyzer,technology,TECHNOLOGY,planned,planned
TECH-015-Image-Recognition-AI,Image Recognition Ai,technology,TECHNOLOGY,planned,planned
TECH-016-Video-Editor-AI,Video Editor Ai,technology,TECHNOLOGY,planned,planned
TECH-017-Speech-to-Text-AI,Speech To Text Ai,technology,TECHNOLOGY,planned,planned
TECH-018-Text-to-Speech-AI,Text To Speech Ai,technology,TECHNOLOGY,planned,planned
TECH-019-Fraud-Prevention-AI,Fraud Prevention Ai,technology,TECHNOLOGY,planned,planned
TECH-020-Recommendation-Engine,Recommendation Engine,technology,TECHNOLOGY,planned,planned
TECH-021-Network-Security-AI,Network Security Ai,technology,TECHNOLOGY,planned,planned
TECH-022-Database-Optimizer,Database Optimizer,technology,TECHNOLOGY,planned,planned
TECH-023-AI-Testing-Platform,Ai Testing Platform,technology,TECHNOLOGY,planned,planned
TECH-024-Virtual-Assistant-Builder,Virtual Assistant Builder,technology,TECHNOLOGY,planned,planned
TECH-025-Machine-Learning-Builder,Machine Learning Builder,technology,TECHNOLOGY,planned,planned
TECH-026-AI-Ethics-Auditor,Ai Ethics Auditor,technology,TECHNOLOGY,planned,planned
TECH-027-Predictive-Analytics-AI,Predictive Analytics Ai,technology,TECHNOLOGY,planned,planned
TECH-028-AI-Training-Platform,Ai Training Platform,technology,TECHNOLOGY,planned,planned
TECH-029-Digital-Twin-AI,Digital Twin Ai,technology,TECHNOLOGY,planned,planned
TECH-030-AI-Monitoring-System,Ai Monitoring System,technology,TECHNOLOGY,planned,planned
TECH-031-Edge-Computing-AI,Edge Computing Ai,technology,TECHNOLOGY,planned,planned
TECH-032-AI-Integration-Hub,Ai Integration Hub,technology,TECHNOLOGY,planned,planned
TECH-033-Quantum-Algorithm-AI,Quantum Algorithm Ai,technology,TECHNOLOGY,planned,planned
TECH-034-AI-Compliance-Scanner,Ai Compliance Scanner,technology,TECHNOLOGY,planned,planned
TECH-035-Cloud-Management-AI,Cloud Management Ai,technology,TECHNOLOGY,planned,planned
TECH-036-Robotics-Training-AI,Robotics Training Ai,technology,TECHNOLOGY,planned,planned
TECH-037-Customer-Insights-AI,Customer Insights Ai,technology,TECHNOLOGY,planned,planned
TECH-038-Voice-Assistant-AI,Voice Assistant Ai,technology,TECHNOLOGY,planned,planned
TECH-039-Blockchain-Verifier-AI,Blockchain Verifier Ai,technology,TECHNOLOGY,validation,validation
TECH-040-Cybersecurity-Shield,Cybersecurity Shield,technology,TECHNOLOGY,planned,planned
TECH-041-Content-Studio-AI,Content Studio Ai,technology,TECHNOLOGY,planned,planned
TECH-042-Smart-Home-AI,Smart Home Ai,technology,TECHNOLOGY,planned,planned
TECH-043-Supply-Chain-Optimizer,Supply Chain Optimizer,technology,TECHNOLOGY,planned,planned
TECH-044-Data-Visualization-AI,Data Visualization Ai,technology,TECHNOLOGY,planned,planned
TECH-045-Workflow-Automation,Workflow Automation,technology,TECHNOLOGY,planned,planned
TECH-046-Sentiment-Analyzer,Sentiment Analyzer,technology,TECHNOLOGY,planned,planned
TECH-047-Image-Recognition-AI,Image Recognition Ai,technology,TECHNOLOGY,planned,planned
TECH-048-Video-Editor-AI,Video Editor Ai,technology,TECHNOLOGY,planned,planned
TECH-049-Speech-to-Text-AI,Speech To Text Ai,technology,TECHNOLOGY,planned,planned
TECH-050-Text-to-Speech-AI,Text To Speech Ai,technology,TECHNOLOGY,planned,planned
TECH-051-Fraud-Prevention-AI,Fraud Prevention Ai,technology,TECHNOLOGY,planned,planned
TECH-052-Recommendation-Engine,Recommendation Engine,technology,TECHNOLOGY,planned,planned
TECH-053-Network-Security-AI,Network Security Ai,technology,TECHNOLOGY,planned,planned
TECH-054-Database-Optimizer,Database Optimizer,technology,TECHNOLOGY,planned,planned
TECH-055-AI-Testing-Platform,Ai Testing Platform,technology,TECHNOLOGY,planned,planned
TECH-056-Virtual-Assistant-Builder,Virtual Assistant Builder,technology,TECHNOLOGY,planned,planned
TECH-057-Machine-Learning-Builder,Machine Learning Builder,technology,TECHNOLOGY,planned,planned
TECH-058-AI-Ethics-Auditor,Ai Ethics Auditor,technology,TECHNOLOGY,planned,planned
TECH-059-Predictive-Analytics-AI,Predictive Analytics Ai,technology,TECHNOLOGY,planned,planned
TECH-060-AI-Training-Platform,Ai Training Platform,technology,TECHNOLOGY,planned,planned
OPS-001-Fractional-CTO-Agency,Fractional Cto Agency,operations,OPERATIONS,planned,planned
OPS-002-Supply-Chain-Optimizer,Supply Chain Optimizer,operations,OPERATIONS,planned,planned
OPS-003-Event-Planning-AI,Event Planning Ai,operations,OPERATIONS,planned,planned
OPS-004-Inventory-Management-AI,Inventory Management Ai,operations,OPERATIONS,planned,planned
OPS-005-Project-Management-AI,Project Management Ai,operations,OPERATIONS,planned,planned
OPS-006-Document-Automation-AI,Document Automation Ai,operations,OPERATIONS,planned,planned
OPS-007-Meeting-Assistant-AI,Meeting Assistant Ai,operations,OPERATIONS,planned,planned
OPS-008-Recruitment-AI,Recruitment Ai,operations,OPERATIONS,planned,planned
OPS-009-Onboarding-AI,Onboarding Ai,operations,OPERATIONS,planned,planned
OPS-010-Training-Platform-AI,Training Platform Ai,operations,OPERATIONS,planned,planned
OPS-011-Performance-Review-AI,Performance Review Ai,operations,OPERATIONS,planned,planned
OPS-012-IT-Support-AI,It Support Ai,operations,OPERATIONS,planned,planned
OPS-013-Facilities-Management-AI,Facilities Management Ai,operations,OPERATIONS,planned,planned
OPS-014-Travel-Booking-AI,Travel Booking Ai,operations,OPERATIONS,planned,planned
OPS-015-Expense-Management-AI,Expense Management Ai,operations,OPERATIONS,planned,planned
OPS-016-Contract-Management-AI,Contract Management Ai,operations,OPERATIONS,planned,planned
OPS-017-Compliance-Monitoring-AI,Compliance Monitoring Ai,operations,OPERATIONS,planned,planned
OPS-018-Quality-Control-AI,Quality Control Ai,operations,OPERATIONS,planned,planned
OPS-019-Asset-Management-AI,Asset Management Ai,operations,OPERATIONS,planned,planned
OPS-020-Time-Tracking-AI,Time Tracking Ai,operations,OPERATIONS,planned,planned
OPS-021-Document-Security-AI,Document Security Ai,operations,OPERATIONS,planned,planned
OPS-022-Knowledge-Management-AI,Knowledge Management Ai,operations,OPERATIONS,planned,planned
OPS-023-Meeting-Transcription-AI,Meeting Transcription Ai,operations,OPERATIONS,planned,planned
OPS-024-Task-Automation-AI,Task Automation Ai,operations,OPERATIONS,planned,planned
OPS-025-Resource-Allocation-AI,Resource Allocation Ai,operations,OPERATIONS,planned,planned
OPS-026-Budget-Planning-AI,Budget Planning Ai,operations,OPERATIONS,planned,planned
OPS-027-Cost-Optimization-AI,Cost Optimization Ai,operations,OPERATIONS,planned,planned
OPS-028-Procurement-AI,Procurement Ai,operations,OPERATIONS,planned,planned
OPS-029-Vendor-Management-AI,Vendor Management Ai,operations,OPERATIONS,planned,planned
OPS-030-Contract-Negotiation-AI,Contract Negotiation Ai,operations,OPERATIONS,planned,planned
OPS-031-Legal-Document-AI,Legal Document Ai,operations,OPERATIONS,planned,planned
OPS-032-Compliance-Reporting-AI,Compliance Reporting Ai,operations,OPERATIONS,planned,planned
OPS-033-Training-Content-AI,Training Content Ai,operations,OPERATIONS,planned,planned
OPS-034-Employee-Engagement-AI,Employee Engagement Ai,operations,OPERATIONS,planned,planned
OPS-035-Succession-Planning-AI,Succession Planning Ai,operations,OPERATIONS,planned,planned
OPS-036-Workspace-Design-AI,Workspace Design Ai,operations,OPERATIONS,planned,planned
OPS-037-Energy-Efficiency-AI,Energy Efficiency Ai,operations,OPERATIONS,planned,planned
OPS-038-Security-Monitoring-AI,Security Monitoring Ai,operations,OPERATIONS,planned,planned
OPS-039-Health-Safety-AI,Health Safety Ai,operations,OPERATIONS,planned,planned
OPS-040-Disaster-Recovery-AI,Disaster Recovery Ai,operations,OPERATIONS,planned,planned
OPS-041-IT-Asset-Management,It Asset Management,operations,OPERATIONS,planned,planned
OPS-042-Cloud-Cost-Management,Cloud Cost Management,operations,OPERATIONS,planned,planned
OPS-043-Data-Governance-AI,Data Governance Ai,operations,OPERATIONS,planned,planned
OPS-044-Network-Monitoring-AI,Network Monitoring Ai,operations,OPERATIONS,planned,planned
OPS-045-Software-Licensing-AI,Software Licensing Ai,operations,OPERATIONS,planned,planned
OPS-046-IT-Procurement-AI,It Procurement Ai,operations,OPERATIONS,planned,planned
OPS-047-System-Integration-AI,System Integration Ai,operations,OPERATIONS,planned,planned
OPS-048-Data-Backup-AI,Data Backup Ai,operations,OPERATIONS,planned,planned
OPS-049-Business-Continuity-AI,Business Continuity Ai,operations,OPERATIONS,planned,planned
OPS-050-Compliance-Audit-AI,Compliance Audit Ai,operations,OPERATIONS,planned,planned
OPS-051-Document-Collaboration-AI,Document Collaboration Ai,operations,OPERATIONS,planned,planned
OPS-052-Video-Conferencing-AI,Video Conferencing Ai,operations,OPERATIONS,planned,planned
OPS-053-Email-Management-AI,Email Management Ai,operations,OPERATIONS,planned,planned
OPS-054-Calendar-Optimization-AI,Calendar Optimization Ai,operations,OPERATIONS,planned,planned
OPS-055-Project-Budget-AI,Project Budget Ai,operations,OPERATIONS,planned,planned
OPS-056-Resource-Forecasting-AI,Resource Forecasting Ai,operations,OPERATIONS,planned,planned
OPS-057-Task-Prioritization-AI,Task Prioritization Ai,operations,OPERATIONS,planned,planned
OPS-058-Time-Management-AI,Time Management Ai,operations,OPERATIONS,planned,planned
OPS-059-Meeting-Minutes-AI,Meeting Minutes Ai,operations,OPERATIONS,planned,planned
OPS-060-Document-Translation-AI,Document Translation Ai,operations,OPERATIONS,planned,planned
OPS-061-Form-Automation-AI,Form Automation Ai,operations,OPERATIONS,planned,planned
OPS-062-Report-Generation-AI,Report Generation Ai,operations,OPERATIONS,planned,planned
OPS-063-Dashboard-Creation-AI,Dashboard Creation Ai,operations,OPERATIONS,planned,planned
OPS-064-Analytics-Platform-AI,Analytics Platform Ai,operations,OPERATIONS,planned,planned
OPS-065-Data-Cleaning-AI,Data Cleaning Ai,operations,OPERATIONS,planned,planned
OPS-066-Workflow-Management-AI,Workflow Management Ai,operations,OPERATIONS,planned,planned
EDU-001-Youth-Entrepreneurship-Curriculum,Youth Entrepreneurship Curriculum,education,EDUCATION,planned,planned
EDU-002-AI-Literacy-Program,Ai Literacy Program,education,EDUCATION,planned,planned
EDU-003-Coding-Mentor-Certification,Coding Mentor Certification,education,EDUCATION,planned,planned
EDU-004-Real-Estate-Licensing-Prep,Real Estate Licensing Prep,education,EDUCATION,planned,planned
EDU-005-Coding-Bootcamp,Coding Bootcamp,education,EDUCATION,planned,planned
EDU-006-Homeschooling-Content-AI,Homeschooling Content Ai,education,EDUCATION,planned,planned
EDU-007-AI-Tutoring-Platform,Ai Tutoring Platform,education,EDUCATION,planned,planned
EDU-008-Branding-Templates-Marketplace,Branding Templates Marketplace,education,EDUCATION,planned,planned
EDU-009-Voiceover-Script-Library,Voiceover Script Library,education,EDUCATION,planned,planned
EDU-010-Trade-Skills-Bootcamp,Trade Skills Bootcamp,education,EDUCATION,planned,planned
EDU-011-Franchise-Blueprint-System,Franchise Blueprint System,education,EDUCATION,planned,planned
EDU-012-Low-Income-Housing-Blueprint,Low Income Housing Blueprint,education,EDUCATION,planned,planned
EDU-013-Automated-Empire-Book,Automated Empire Book,education,EDUCATION,planned,planned
EDU-014-BIPOC-Creator-Incubator,Bipoc Creator Incubator,education,EDUCATION,planned,planned
EDU-015-AI-Legal-Doc-Generator,Ai Legal Doc Generator,education,EDUCATION,planned,planned
EDU-016-Virtual-Black-Art-Museum,Virtual Black Art Museum,education,EDUCATION,planned,planned
EDU-017-AI-Coding-Tutor,Ai Coding Tutor,education,EDUCATION,growth,active
EDU-018-Online-Course-Creator,Online Course Creator,education,EDUCATION,planned,planned
EDU-019-Executive-Education-Program,Executive Education Program,education,EDUCATION,planned,planned
EDU-020-Youth-STEM-Program,Youth Stem Program,education,EDUCATION,planned,planned
EDU-021-Remote-Work-Certification,Remote Work Certification,education,EDUCATION,planned,planned
EDU-022-AI-Research-Assistant,Ai Research Assistant,education,EDUCATION,planned,planned
EDU-023-Personal-Finance-Coach,Personal Finance Coach,education,EDUCATION,planned,planned
EDU-024-Language-Learning-AI,Language Learning Ai,education,EDUCATION,planned,planned
EDU-025-Test-Preparation-AI,Test Preparation Ai,education,EDUCATION,planned,planned
EDU-026-Corporate-Training-AI,Corporate Training Ai,education,EDUCATION,planned,planned
EDU-027-Medical-Education-AI,Medical Education Ai,education,EDUCATION,planned,planned
EDU-028-Legal-Education-AI,Legal Education Ai,education,EDUCATION,planned,planned
EDU-029-Music-Education-AI,Music Education Ai,education,EDUCATION,planned,planned
EDU-030-Art-Education-AI,Art Education Ai,education,EDUCATION,planned,planned
EDU-031-Physical-Education-AI,Physical Education Ai,education,EDUCATION,planned,planned
EDU-032-Environmental-Education-AI,Environmental Education Ai,education,EDUCATION,planned,planned
EDU-033-Social-Studies-AI,Social Studies Ai,education,EDUCATION,planned,planned
EDU-034-Math-Education-AI,Math Education Ai,education,EDUCATION,planned,planned
EDU-035-Science-Education-AI,Science Education Ai,education,EDUCATION,planned,planned
EDU-036-Reading-Comprehension-AI,Reading Comprehension Ai,education,EDUCATION,planned,planned
EDU-037-Writing-Instruction-AI,Writing Instruction Ai,education,EDUCATION,planned,planned
EDU-038-Critical-Thinking-AI,Critical Thinking Ai,education,EDUCATION,planned,planned
EDU-039-Emotional-Intelligence-AI,Emotional Intelligence Ai,education,EDUCATION,planned,planned
EDU-040-Time-Management-AI,Time Management Ai,education,EDUCATION,planned,planned
COMM-001-Luminary-Worldwide-Events,Luminary Worldwide Events,operations,OPERATIONS,planned,planned
COMM-002-Brotherhood-Coaching-Network,Brotherhood Coaching Network,operations,OPERATIONS,planned,planned
COMM-003-Ace-Senior-Care-Connect,Ace Senior Care Connect,operations,OPERATIONS,planned,planned
COMM-004-Community-Outreach-Nonprofit,Community Outreach Nonprofit,operations,OPERATIONS,planned,planned
COMM-005-Ace-Food-Security-AI,Ace Food Security Ai,operations,OPERATIONS,planned,planned
COMM-006-Community-Technology-Access-AI,Community Technology Access Ai,operations,OPERATIONS,planned,planned
COMM-007-Youth-Leadership-AI,Youth Leadership Ai,operations,OPERATIONS,planned,planned
COMM-008-Community-Fundraising-AI,Community Fundraising Ai,operations,OPERATIONS,planned,planned
COMM-009-Volunteer-Hub-AI,Volunteer Hub Ai,operations,OPERATIONS,planned,planned
COMM-010-Disaster-Relief-AI,Disaster Relief Ai,operations,OPERATIONS,planned,planned
COMM-011-Indigenous-Creator-Hub,Indigenous Creator Hub,operations,OPERATIONS,planned,planned
COMM-012-Black-Art-Museum-AI,Black Art Museum Ai,operations,OPERATIONS,planned,planned
COMM-013-Women-s-Empowerment-Network,Women S Empowerment Network,operations,OPERATIONS,planned,planned
COMM-014-Veterans-Support-AI,Veterans Support Ai,operations,OPERATIONS,planned,planned
COMM-015-Youth-Mentorship-Program,Youth Mentorship Program,operations,OPERATIONS,planned,planned
COMM-016-Community-Health-AI,Community Health Ai,operations,OPERATIONS,planned,planned
COMM-017-Local-Business-Directory,Local Business Directory,operations,OPERATIONS,planned,planned
COMM-018-Neighborhood-Watch-AI,Neighborhood Watch Ai,operations,OPERATIONS,planned,planned
COMM-019-Community-Garden-AI,Community Garden Ai,operations,OPERATIONS,planned,planned
COMM-020-Public-Transportation-AI,Public Transportation Ai,operations,OPERATIONS,planned,planned
COMM-021-Housing-Assistance-AI,Housing Assistance Ai,operations,OPERATIONS,planned,planned
COMM-022-Job-Training-Center,Job Training Center,operations,OPERATIONS,planned,planned
COMM-023-Elder-Companion-AI,Elder Companion Ai,operations,OPERATIONS,planned,planned
COMM-024-Youth-Sports-AI,Youth Sports Ai,operations,OPERATIONS,planned,planned
COMM-025-Community-Legal-Aid,Community Legal Aid,operations,OPERATIONS,planned,planned
COMM-026-Public-Education-AI,Public Education Ai,operations,OPERATIONS,planned,planned
COMM-027-Local-Government-AI,Local Government Ai,operations,OPERATIONS,planned,planned
COMM-028-Public-Safety-AI,Public Safety Ai,operations,OPERATIONS,planned,planned
COMM-029-Community-Wellness-AI,Community Wellness Ai,operations,OPERATIONS,planned,planned
COMM-030-Cultural-Exchange-AI,Cultural Exchange Ai,operations,OPERATIONS,planned,planned
COMM-031-Community-Investment-AI,Community Investment Ai,operations,OPERATIONS,planned,planned
COMM-032-Public-Health-AI,Public Health Ai,operations,OPERATIONS,planned,planned
COMM-033-Youth-Innovation-Hub,Youth Innovation Hub,operations,OPERATIONS,planned,planned
COMM-034-Senior-Tech-Support,Senior Tech Support,operations,OPERATIONS,planned,planned
COMM-035-Community-Arts-AI,Community Arts Ai,operations,OPERATIONS,planned,planned
COMM-036-Public-Infrastructure-AI,Public Infrastructure Ai,operations,OPERATIONS,planned,planned
COMM-037-Neighborhood-Development-AI,Neighborhood Development Ai,operations,OPERATIONS,planned,planned
COMM-038-Community-Policing-AI,Community Policing Ai,operations,OPERATIONS,planned,planned
COMM-039-Public-Space-AI,Public Space Ai,operations,OPERATIONS,planned,planned
COMM-040-Community-Recycling-AI,Community Recycling Ai,operations,OPERATIONS,planned,planned
COMM-041-Public-Wi-Fi-AI,Public Wi Fi Ai,operations,OPERATIONS,planned,planned
COMM-042-Community-Energy-AI,Community Energy Ai,operations,OPERATIONS,planned,planned
COMM-043-Local-Food-Network-AI,Local Food Network Ai,operations,OPERATIONS,planned,planned
COMM-044-Community-Volunteering-AI,Community Volunteering Ai,operations,OPERATIONS,planned,planned
COMM-045-Public-Childcare-AI,Public Childcare Ai,operations,OPERATIONS,planned,planned
COMM-046-Community-Pet-Care-AI,Community Pet Care Ai,operations,OPERATIONS,planned,planned
COMM-047-Public-Fitness-AI,Public Fitness Ai,operations,OPERATIONS,planned,planned
COMM-048-Community-Transportation-AI,Community Transportation Ai,operations,OPERATIONS,planned,planned
COMM-049-Public-Event-AI,Public Event Ai,operations,OPERATIONS,planned,planned
COMM-050-Community-Cultural-AI,Community Cultural Ai,operations,OPERATIONS,planned,planned
EM-001-Space-Habitat-AI,Space Habitat Ai,investment,INVESTMENT,planned,planned
EM-002-Fusion-Energy-AI,Fusion Energy Ai,investment,INVESTMENT,planned,planned
EM-003-Teleportation-Research-AI,Teleportation Research Ai,investment,INVESTMENT,planned,planned
EM-004-Climate-Solutions-AI,Climate Solutions Ai,investment,INVESTMENT,planned,planned
EM-005-Holographic-Events-AI,Holographic Events Ai,investment,INVESTMENT,planned,planned
EM-006-Neurofeedback-AI,Neurofeedback Ai,investment,INVESTMENT,planned,planned
EM-007-Autonomous-Delivery-AI,Autonomous Delivery Ai,investment,INVESTMENT,planned,planned
EM-008-Gene-Editing-AI,Gene Editing Ai,investment,INVESTMENT,planned,planned
EM-009-Space-Tourism-AI,Space Tourism Ai,investment,INVESTMENT,planned,planned
EM-010-Wearables-AI,Wearables Ai,investment,INVESTMENT,planned,planned
EM-011-Metaverse-Hub-AI,Metaverse Hub Ai,investment,INVESTMENT,planned,planned
EM-012-Energy-Grid-AI,Energy Grid Ai,investment,INVESTMENT,planned,planned
EM-013-Brain-Computer-Interface,Brain Computer Interface,investment,INVESTMENT,planned,planned
EM-014-Ocean-Cleanup-AI,Ocean Cleanup Ai,investment,INVESTMENT,planned,planned
EM-015-Crypto-Trading-AI,Crypto Trading Ai,investment,INVESTMENT,planned,planned
EM-016-Synthetic-Media-AI,Synthetic Media Ai,investment,INVESTMENT,planned,planned
EM-017-Space-Mining-AI,Space Mining Ai,investment,INVESTMENT,planned,planned
EM-018-VR-Therapy-AI,Vr Therapy Ai,investment,INVESTMENT,planned,planned
EM-019-Weather-Prediction-AI,Weather Prediction Ai,investment,INVESTMENT,planned,planned
EM-020-Autonomous-Farming-AI,Autonomous Farming Ai,investment,INVESTMENT,planned,planned
EM-021-Traffic-Optimizer-AI,Traffic Optimizer Ai,investment,INVESTMENT,planned,planned
EM-022-Smart-Grid-AI,Smart Grid Ai,investment,INVESTMENT,planned,planned
EM-023-Disaster-Prediction-AI,Disaster Prediction Ai,investment,INVESTMENT,planned,planned
EM-024-Nanotech-AI,Nanotech Ai,investment,INVESTMENT,planned,planned
EM-025-Personalized-Medicine-AI,Personalized Medicine Ai,investment,INVESTMENT,planned,planned
EM-026-AI-Diagnostic-Lab,Ai Diagnostic Lab,investment,INVESTMENT,planned,planned
EM-027-Sustainable-Cities-AI,Sustainable Cities Ai,investment,INVESTMENT,planned,planned
EM-028-Renewable-Energy-AI,Renewable Energy Ai,investment,INVESTMENT,planned,planned
EM-029-Climate-Modeling-AI,Climate Modeling Ai,investment,INVESTMENT,planned,planned
EM-030-Policy-Advisor-AI,Policy Advisor Ai,investment,INVESTMENT,planned,planned
EM-031-Governance-Hub-AI,Governance Hub Ai,investment,INVESTMENT,planned,planned
EM-032-Global-Challenges-AI,Global Challenges Ai,investment,INVESTMENT,planned,planned
EM-033-Space-Exploration-AI,Space Exploration Ai,investment,INVESTMENT,planned,planned
EM-034-Education-Equity-AI,Education Equity Ai,investment,INVESTMENT,planned,planned
EM-035-Health-Equity-AI,Health Equity Ai,investment,INVESTMENT,planned,planned
